Obs,Age,Pop,CNTRY,deaths,ax,a,MID,LOW,HIGH,width,mx_base,mx_low,mx_mid,mx_high,qx_base,qx_low,qx_mid,qx_high,agecountry,lx_base,dx_base,Lx_base,Tx_base,ex_base,lx_low,dx_low,Lx_low,Tx_low,ex_low,lx_mid,dx_mid,Lx_mid,Tx_mid,ex_mid,lx_high,dx_high,Lx_high,Tx_high,ex_high,DIF_LOW,DIF_MID,DIF_HIGH
363,20,1062309,NLD,266,2.75,,1984,126,4114,5,0.000250398,0.000250698,0.000255119,0.000260187,0.000250257,0.000250556,0.000254972,0.000260034,NLD20,99578.81284,24.92029101,497837.9935,6339923.219,63.66739107,99578.51234,24.95003591,497836.4241,6338731.143,63.65561198,99574.08127,25.38862964,497813.2819,6321473.68,63.48513187,99569.00189,25.89137203,497786.7538,6302401.007,63.29681816,-0.011779091,-0.182259199,-0.370572906
364,25,1036778,NLD,364,2.58,,1984,126,4114,5,0.000351088,0.000351433,0.000356517,0.000362347,0.00035079,0.000351134,0.00035621,0.000362029,NLD25,99553.89255,34.92247557,497684.9503,5842085.226,58.68263989,99553.5623,34.95663095,497683.2165,5840894.718,58.67087609,99548.69264,35.46025427,497657.6494,5823660.398,58.50062159,99543.11051,36.03752906,497628.3417,5804614.253,58.31256652,-0.011763791,-0.182018293,-0.370073369
365,30,1006877,NLD,444,2.58,,1984,126,4114,5,0.000440967,0.000441426,0.000448183,0.00045593,0.000440497,0.000440955,0.000447698,0.000455428,NLD30,99518.97007,43.83784695,497488.7628,5344400.275,53.70232702,99518.60567,43.88319588,497486.831,5343211.502,53.69057842,99513.23238,44.5518623,497458.3464,5326002.749,53.52054818,99507.07298,45.31830155,497425.6946,5306985.911,53.33275065,-0.011748597,-0.181778834,-0.369576367
366,35,1011688,NLD,614,2.58,,1984,126,4114,5,0.000606906,0.000607441,0.000615316,0.000624344,0.000606016,0.000606549,0.000614401,0.000623403,NLD35,99475.13222,60.28356276,497229.7749,4846911.512,48.72485619,99474.72247,60.33628559,497227.5986,4845724.671,48.71312581,99468.68052,61.11367171,497195.5075,4828544.402,48.54336437,99461.75468,62.00470955,497158.722,4809560.217,48.3558754,-0.011730381,-0.18149182,-0.368980791
367,40,1232315,NLD,1232,2.71,,1984,126,4114,5,0.000999744,0.001000302,0.001008526,0.001017953,0.000997461,0.000998016,0.001006202,0.001015586,NLD40,99414.84866,99.16241271,496847.1614,4349681.738,43.75283769,99414.38619,99.21714039,496844.7237,4348497.072,43.74112479,99407.56685,100.0240808,496808.7791,4331348.895,43.57162168,99399.74997,100.9489783,496767.5767,4312401.495,43.38443,-0.011712898,-0.181216012,-0.368407691
368,45,1285478,NLD,2152,2.72,,1984,126,4114,5,0.001674085,0.00167488,0.001686603,0.001700042,0.00166772,0.001668509,0.001680142,0.001693478,NLD45,99315.68625,165.6307456,496200.7931,3852834.576,38.79381719,99315.16905,165.7082381,496198.0305,3851652.349,38.78211542,99307.54277,166.850817,496157.294,3834540.116,38.61277813,99298.80099,168.1603703,496110.5993,3815633.918,38.42578037,-0.011701769,-0.181039056,-0.368036817
369,50,1253267,NLD,3647,2.71,,1984,126,4114,5,0.002909994,0.0029111,0.002927398,0.002946082,0.002890731,0.002891822,0.002907904,0.002926339,NLD50,99150.0555,286.6161325,495093.9266,3356633.783,33.85407871,99149.46081,286.7225515,495090.7094,3355454.318,33.84238594,99140.69195,288.2915973,495043.272,3338382.822,33.6731846,99130.64062,290.0898532,494988.8974,3319523.319,33.48634991,-0.01169277,-0.180894107,-0.3677288
370,55,1131309,NLD,5335,2.7,,1984,126,4114,5,0.004715776,0.004717329,0.004740223,0.004766469,0.004665176,0.004666696,0.0046891,0.004714781,NLD55,98863.43937,461.215376,493256.4015,2861539.856,28.94436887,98862.73826,461.3623199,493252.5579,2860363.609,28.93267635,98852.40036,463.5287933,493195.8856,2843339.55,28.76348515,98840.55077,466.0115797,493130.9272,2824534.421,28.57667627,-0.011692517,-0.180883715,-0.367692599
371,60,1044204,NLD,7880,2.64,,1984,126,4114,5,0.007546418,0.007548339,0.007576668,0.007609144,0.007414372,0.007416226,0.00744357,0.007474913,NLD60,98402.224,729.5906487,490289.286,2368283.455,24.06737733,98401.37594,729.7668422,490284.6299,2367111.051,24.05567024,98388.87156,732.3644525,490215.9777,2350143.664,23.88627521,98374.53919,735.3410805,490137.291,2331403.494,23.69925708,-0.011707087,-0.181102115,-0.368120253
372,65,1674707,NLD,11725,2.69,,1984,126,4114,5,0.007001225,0.007003118,0.007031037,0.007063042,0.006889797,0.006891631,0.006918666,0.006949654,NLD65,97672.63335,672.9446338,486808.6646,1877994.169,19.22743459,97671.60909,673.1166581,486803.146,1876826.421,19.21568036,97656.50711,675.6527302,486721.7777,1859927.687,19.04560937,97639.19811,678.5586778,486628.52,1841266.203,18.85785872,-0.011754226,-0.181825224,-0.369575874
373,75,527228,NLD,17287,2.67,,1984,126,4114,5,0.032788471,0.032818691,0.033264323,0.033775192,0.030461314,0.030487395,0.030871593,0.031311126,NLD75,96999.68871,2954.73796,478113.9041,1391185.504,14.34216463,96998.49244,2957.231355,478102.1131,1390023.275,14.33035958,96980.85438,2993.953479,477928.3603,1373205.909,14.15955672,96960.63943,3035.946758,477729.4412,1354637.683,13.97100608,-0.01180505,-0.182607903,-0.371158547
374,80,717098.14,NLD,73859.99,13.82,,1984,126,4114,5,0.10299844,0.103124332,0.104980742,0.107108918,1,1,1,1,NLD80,94044.95075,94044.95075,913071.6002,913071.6002,9.708884878,94041.26108,94041.26108,911921.1619,911921.1619,9.697032467,93986.9009,93986.9009,895277.5485,895277.5485,9.525556646,93924.69268,93924.69268,876908.2419,876908.2419,9.336290776,-0.011852411,-0.183328232,-0.372594102
375,0,59335,NOR,144,0.06,,15,4,34,1,0.002426898,0.00242726,0.002428254,0.002429971,0.002421374,0.002421734,0.002422724,0.002424433,NOR0,100000,242.1374278,99772.39082,8315210.102,83.15210102,100000,242.173416,99772.35699,8315116.435,83.15116435,100000,242.2723834,99772.26396,8314858.921,83.14858921,100000,242.4433268,99772.10327,8314414.369,83.14414369,-0.000936671,-0.003511809,-0.007957329
376,1,252577,NOR,29,1.71,,15,4,34,4,0.000114816,0.000114872,0.000115024,0.000115286,0.000114786,0.000114842,0.000114993,0.000115256,NOR1,99757.86257,11.45083505,399005.2279,8215437.711,82.35378645,99757.82658,11.45633876,399005.0713,8215344.078,82.35287755,99757.72762,11.47147393,399004.6408,8215086.657,82.3503788,99757.55667,11.4976164,399003.8972,8214642.266,82.3460652,-0.000908896,-0.003407655,-0.007721254
377,5,310750,NOR,25,2.09,,15,4,34,5.00E+00,8.05E-05,8.05E-05,8.06E-05,8.09E-05,8.04E-05,8.05E-05,8.06E-05,8.08E-05,NOR5,99746.41174,8.022772765,498708.7124,7816432.483,78.36304431,99746.37025,8.027548826,498708.4911,7816339.006,78.36213977,99746.25614,8.040682966,498707.8823,7816082.016,78.35965297,99746.05906,8.063369113,498706.8309,7815638.368,78.35536002,-0.000904547,-0.003391346,-0.007684289
378,10,308183,NOR,21,2.67,,15,4,34,5.00E+00,6.81E-05,6.82E-05,6.83E-05,6.86E-05,6.81E-05,6.82E-05,6.83E-05,6.86E-05,NOR10,99738.38896,6.795227763,498676.1119,7317723.771,73.36917958,99738.3427,6.800681641,498675.8679,7317630.515,73.36827861,99738.21546,6.815679771,498675.1968,7317374.134,73.36580167,99737.99569,6.841585517,498674.0375,7316931.538,73.36152574,-0.000900965,-0.003377912,-0.00765384
379,15,325805,NOR,68,2.85,,15,4,34,5,0.000208714,0.000208838,0.00020918,0.000209771,0.00020862,0.000208744,0.000209086,0.000209676,NOR15,99731.59374,20.80602364,498613.2357,6819047.659,68.37399668,99731.54201,20.81840165,498612.9505,6818954.647,68.37309952,99731.39978,20.85244105,498612.1662,6818698.937,68.37063304,99731.1541,20.91123604,498610.8114,6818257.5,68.3663752,-0.000897157,-0.003363635,-0.007621481
380,20,342428,NOR,135,2.66,,15,4,34,5,0.000394243,0.000394394,0.00039481,0.000395527,0.00039388,0.000394031,0.000394445,0.000395161,NOR20,99710.78771,39.27409457,498462.0372,6320434.423,63.38766916,99710.72361,39.28909656,498461.6816,6320341.697,63.38677996,99710.54734,39.3303519,498460.7037,6320086.771,63.38433535,99710.24287,39.40161058,498459.0146,6319646.689,63.38011529,-0.000889202,-0.003333803,-0.007553865
381,25,342336,NOR,160,2.55,,15,4,34,5,0.000467377,0.000467572,0.000468109,0.000469035,0.000466843,0.000467037,0.000467572,0.000468497,NOR25,99671.51362,46.53089966,498243.5674,5821972.386,58.411598,99671.43452,46.55026412,498243.1244,5821880.015,58.41071761,99671.21699,46.60351611,498241.9063,5821626.067,58.40829723,99670.84126,46.69549596,498239.8023,5821187.674,58.40411901,-0.000880393,-0.003300771,-0.007478997
382,30,341063,NOR,193,2.52,,15,4,34,5,0.000565878,0.000566075,0.000566619,0.000567557,0.000565085,0.000565282,0.000565824,0.00056676,NOR30,99624.98272,56.29656655,497985.2981,5323728.818,53.43768875,99624.88425,56.3161403,497984.7572,5323636.891,53.43681883,99624.61347,56.36996783,497983.2698,5323384.161,53.43442725,99624.14576,56.46294162,497980.7007,5322947.872,53.43029876,-0.000869921,-0.003261501,-0.00738999
383,35,343328,NOR,250,2.72,,15,4,34,5,0.000728167,0.000728383,0.000728978,0.000730006,0.00072696,0.000727175,0.000727768,0.000728793,NOR35,99568.68615,72.382426,497678.3988,4825743.52,48.46647783,99568.56811,72.40381181,497677.7599,4825652.134,48.46561746,99568.2435,72.46262241,497676.0027,4825400.891,48.46325215,99567.68282,72.56420307,497672.9677,4824967.171,48.45916902,-0.000860369,-0.003225683,-0.007308809
384,40,375806,NOR,345,2.71,,15,4,34,5,0.000918027,0.000918242,0.000918832,0.000919852,0.000916101,0.000916315,0.000916903,0.000917919,NOR40,99496.30373,91.14865858,497272.7882,4328065.121,43.49975787,99496.1643,91.1698077,497272.0426,4327974.374,43.49890676,99495.78088,91.22796736,497269.9924,4327724.888,43.49656689,99495.11861,91.32842352,497266.451,4327294.203,43.49252771,-0.000851115,-0.003190984,-0.007230164
385,45,367228,NOR,577,2.72,,15,4,34,5,0.001571231,0.001571566,0.001572487,0.001574077,0.001565622,0.001565955,0.001566869,0.001568448,NOR45,99405.15507,155.6309232,496670.9368,3830792.333,38.53715967,99404.99449,155.6637185,496670.0592,3830702.331,38.53631652,99404.55291,155.7539048,496667.6457,3830454.896,38.53399853,99403.79019,155.9096783,496663.4769,3830027.752,38.52999715,-0.000843157,-0.003161142,-0.007162528
386,50,330455,NOR,912,2.68,,15,4,34,5,0.002759831,0.00276026,0.00276144,0.002763478,0.002742273,0.002742697,0.002743861,0.002745874,NOR50,99249.52414,272.1692798,495616.188,3334121.396,33.59332375,99249.33077,272.2107933,495615.1248,3334032.272,33.59249121,99248.79901,272.3249539,495612.2011,3333787.25,33.59020244,99247.88051,272.5221362,495607.1512,3333364.276,33.5862515,-0.000832535,-0.003121311,-0.007072251
387,55,311919,NOR,1297,2.6,,15,4,34,5,0.004158131,0.004158639,0.004160038,0.004162453,0.004117045,0.004117543,0.004118914,0.004121282,NOR55,98977.35486,407.4941935,493908.7883,2838505.208,28.67832963,98977.11998,407.5425639,493907.4978,2838417.147,28.67750797,98976.47405,407.6755806,493903.9489,2838175.049,28.67524911,98975.35838,407.9053305,493897.8191,2837757.124,28.67134983,-0.000821657,-0.003080521,-0.0069798
388,60,285285,NOR,1935,2.65,,15,4,34,5,0.006782691,0.006783321,0.006785052,0.006788043,0.006676276,0.006676886,0.006678563,0.006681461,NOR60,98569.86067,658.0795629,491302.8164,2344596.42,23.78613913,98569.57742,658.1378061,491301.2632,2344509.649,23.78532719,98568.79847,658.2979722,491296.9921,2344271.1,23.78309502,98567.45305,658.5746135,491289.6149,2343859.305,23.77924186,-0.000811947,-0.00304411,-0.006897276
389,65,457448,NOR,3086,2.68,,15,4,34,5,0.006746122,0.006746536,0.006747676,0.006749643,0.006642165,0.006642567,0.006643671,0.006645579,NOR65,97911.78111,650.346246,488050.1023,1853293.604,18.92819825,97911.43961,650.3833,488048.3088,1853208.386,18.92739391,97910.5005,650.4851967,488043.3769,1852974.108,18.92518268,97908.87843,650.6611941,488034.8582,1852569.69,18.92136566,-0.000804337,-0.003015571,-0.006832588
390,75,134350,NOR,4324,2.66,,15,4,34,5,0.032184592,0.03218829,0.032198458,0.03221602,0.02993047,0.029933668,0.029942461,0.029957648,NOR75,97261.43486,2911.080506,479495.2459,1365243.502,14.03684311,97261.05631,2911.380174,479492.6519,1365160.077,14.03604001,97260.01531,2912.204221,479485.5186,1364930.731,14.03383217,97258.21724,2913.627445,479473.198,1364534.832,14.03002102,-0.000803102,-0.003010941,-0.006822088
391,80,220765,NOR,23516,13.87,,15,4,34,5,0.106520508,0.106529464,0.106554092,0.106596633,1,1,1,1,NOR80,94350.35436,94350.35436,885748.2556,885748.2556,9.387863582,94349.67614,94349.67614,885667.4254,885667.4254,9.387074356,94347.81108,94347.81108,885445.2127,885445.2127,9.384904668,94344.58979,94344.58979,885061.6342,885061.6342,9.381159387,-0.000789226,-0.002958914,-0.006704195
392,0,360195,POL,1583,0.06,,313,52,561,1,0.004394842,0.00439563,0.004399589,0.004403351,0.004376761,0.004377543,0.004381469,0.0043852,POL0,100000,437.6760623,99588.5845,8244787.132,82.44787132,100000,437.7542848,99588.51097,8244698.808,82.44698808,100000,438.1468999,99588.14191,8244255.562,82.44255562,100000,438.5199567,99587.79124,8243834.509,82.43834509,-0.000883245,-0.005315706,-0.009526236
393,1,1633901,POL,277,1.59,,313,52,561,4,0.000169533,0.000169635,0.000170149,0.000170637,0.000169464,0.000169566,0.000170079,0.000170567,POL1,99562.32394,16.87219749,398208.6338,8145198.548,81.81004848,99562.24572,16.8823626,398208.2964,8145110.297,81.80922636,99561.8531,16.9333833,398206.6029,8144667.42,81.80510071,99561.48004,16.98186224,398204.9939,8144246.718,81.80118168,-0.000822115,-0.004947766,-0.008866795
394,5,1946471,POL,192,2.38,,313,52,561,5.00E+00,9.86E-05,9.87E-05,9.89E-05,9.90E-05,9.86E-05,9.87E-05,9.88E-05,9.90E-05,POL5,99545.45174,9.816631522,497701.5391,7746989.914,77.82364517,99545.36335,9.82030929,497701.0876,7746902,77.82283112,99544.91972,9.838768748,497698.821,7746460.817,77.81874594,99544.49818,9.8563086,497696.6674,7746041.724,77.81486536,-0.00081405,-0.004899228,-0.008779802
395,10,1830859,POL,228,2.88,,313,52,561,5,0.000124532,0.00012458,0.000124822,0.000125051,0.000124499,0.000124547,0.000124789,0.000125018,POL10,99535.63511,12.39207114,497651.9044,7249288.375,72.83108574,99535.54304,12.39685052,497651.4339,7249200.913,72.83027441,99535.08095,12.42083921,497649.0726,7248761.996,72.82620285,99534.64187,12.44363284,497646.8289,7248345.056,72.82233522,-0.000811336,-0.004882891,-0.008750523
396,15,2124309,POL,834,3.06,,313,52,561,5,0.000392598,0.00039275,0.000393514,0.00039424,0.000392299,0.000392451,0.000393214,0.000393939,POL15,99523.24304,39.04291458,497540.4719,6751636.471,67.83979565,99523.14619,39.05799829,497539.9584,6751549.479,67.83898759,99522.66011,39.13370637,497537.3812,6751112.923,67.83493243,99522.19824,39.20564265,497534.9323,6750698.227,67.83108037,-0.00080807,-0.00486323,-0.008715285
397,20,2610442,POL,1582,2.5,,313,52,561,5,0.000606028,0.000606236,0.000607283,0.000608278,0.000605111,0.000605319,0.000606363,0.000607354,POL20,99484.20012,60.19896924,497270.5032,6254095.999,62.86521871,99484.08819,60.21958963,497269.892,6254009.521,62.86442017,99483.5264,60.32308707,497266.8243,6253575.542,62.86041286,99482.9926,60.42142787,497263.9094,6253163.295,62.85660626,-0.000798536,-0.004805851,-0.008612448
398,25,3041318,POL,1957,2.56,,313,52,561,5,0.000643471,0.000643688,0.000644778,0.000645814,0.000642462,0.000642679,0.000643765,0.000644798,POL25,99424.00115,63.87617356,496964.1479,5756825.495,57.90176847,99423.8686,63.89761409,496963.4328,5756739.629,57.90098202,99423.20332,64.00522785,496959.8438,5756308.718,57.89703536,99422.57117,64.10747967,496956.4336,5755899.386,57.89328638,-0.000786452,-0.004733114,-0.008482089
399,30,3235198,POL,2773,2.57,,313,52,561,5,0.000857135,0.000857576,0.000859792,0.000861898,0.000855353,0.000855793,0.000858,0.000860096,POL30,99360.12498,84.98798046,496594.1041,5259861.348,52.93734633,99359.97099,85.0315357,496593.2283,5259776.196,52.93657137,99359.19809,85.25014603,496588.8326,5259348.874,52.93268238,99358.46369,85.45786239,496584.6558,5258942.952,52.9289882,-0.00077496,-0.00466395,-0.008358132
400,35,3004273,POL,3942,2.66,,313,52,561,5,0.001312131,0.001312984,0.001317267,0.001321337,0.001308115,0.001308963,0.001313219,0.001317264,POL35,99275.137,129.8632631,496071.805,4763267.243,47.98046507,99274.93946,129.9471963,496070.6208,4763182.967,47.97971163,99273.94794,130.3684665,496064.6775,4762760.041,47.97593065,99273.00583,130.7687383,496059.0303,4762358.296,47.97233907,-0.00075344,-0.004534427,-0.008126001
401,40,2546248,POL,5542,2.72,,313,52,561,5,0.002176536,0.002178013,0.002185425,0.002192468,0.002165788,0.00216725,0.002174589,0.002181562,POL40,99145.27374,214.7276542,495236.7896,4267195.438,43.03982709,99144.99226,214.8720126,495235.0531,4267112.347,43.0391112,99143.57948,215.5965541,495226.3372,4266695.364,43.03551865,99142.23709,216.2849656,495218.0557,4266299.266,43.03210611,-0.000715892,-0.004308437,-0.007720985
402,45,2333568,POL,8086,2.7,,313,52,561,5,0.00346508,0.003467525,0.003479794,0.003491453,0.003437683,0.003440089,0.003452165,0.003463638,POL45,98930.54608,340.0918403,493870.5192,3771958.649,38.12734083,98930.12025,340.3284024,493867.8459,3771877.293,38.12668259,98927.98292,341.5156915,493854.4285,3771469.027,38.12337941,98925.95212,342.6437339,493841.68,3771081.21,38.12024175,-0.000658236,-0.003961423,-0.007099079
403,50,2599288,POL,14851,2.69,,313,52,561,5,0.005713488,0.005715929,0.00572818,0.005739821,0.005639062,0.00564144,0.005653374,0.005664712,POL50,98590.45424,555.9577298,491668.0089,3278088.13,33.2495489,98589.79184,556.1884065,491664.164,3278009.448,33.24897422,98586.46723,557.3461394,491644.8666,3277614.598,33.24609036,98583.30839,558.446074,491626.5315,3277239.53,33.24335107,-0.000574681,-0.003458539,-0.006197835
404,55,2936830,POL,26479,2.63,,313,52,561,5,0.009016184,0.009018288,0.009028847,0.009038881,0.008827554,0.00882957,0.008839692,0.00884931,POL55,98034.49651,865.4047924,488121.4732,2786420.121,28.42285338,98033.60344,865.594611,488116.558,2786345.284,28.42234893,98029.12109,866.5472729,488091.8884,2785969.732,28.41981751,98024.86232,867.4523579,488068.4495,2785612.999,28.41741302,-0.000504455,-0.003035877,-0.005440362
405,60,2620151,POL,35675,2.61,,313,52,561,5,0.013615627,0.013617682,0.013627992,0.01363779,0.01318652,0.013188447,0.013198118,0.013207307,POL60,97169.09172,1281.322203,482783.0985,2298298.648,23.65256901,97168.00883,1281.495147,482777.2707,2298228.726,23.65211301,97162.57382,1282.363103,482748.0213,2297877.843,23.64982475,97157.40996,1283.187695,482720.2312,2297544.549,23.64765127,-0.000456002,-0.002744259,-0.004917738
406,65,3042112,POL,35785,2.57,,313,52,561,5,0.011763209,0.011764696,0.011772159,0.01177925,0.011436307,0.011437712,0.011444766,0.011451468,POL65,95887.76952,1096.60197,476774.1048,1815515.549,18.93375514,95886.51368,1096.722363,476767.5331,1815451.455,18.93333468,95880.21071,1097.326583,476734.55,1815129.822,18.93122479,95874.22226,1097.900609,476703.2128,1814824.318,18.92922076,-0.00042046,-0.002530351,-0.004534385
407,75,1147354,POL,47917,2.61,,313,52,561,5,0.041763048,0.041766597,0.041784411,0.041801338,0.037972839,0.037975773,0.0379905,0.038004492,POL75,94791.16755,3599.489734,465353.0573,1338741.444,14.12306103,94789.79132,3599.715607,465345.6363,1338683.922,14.12265924,94782.88413,3600.849145,465308.3912,1338395.272,14.12064303,94776.32165,3601.925961,465273.0052,1338121.105,14.11872799,-0.000401793,-0.002418001,-0.00433304
408,80,1483123.92,POL,154855,13.93,,313,52,561,5,0.10441137,0.104415525,0.104436382,0.1044562,1,1,1,1,POL80,91191.67781,91191.67781,873388.387,873388.387,9.577501017,91190.07571,91190.07571,873338.2855,873338.2855,9.577119865,91182.03499,91182.03499,873086.8808,873086.8808,9.575207231,91174.39569,91174.39569,872848.1,872848.1,9.573390571,-0.000381152,-0.002293786,-0.004110446
409,0,82264,PRT,250.04,0.06,,4573,3808,6284,1,0.003039483,0.003364308,0.003429563,0.003575513,0.003030823,0.003353702,0.003418542,0.003563536,PRT0,100000,303.0823235,99715.10262,8310106.524,83.10106524,100000,335.370196,99684.75202,8274519.226,82.74519226,100000,341.8542282,99678.65703,8267577.388,82.67577388,100000,356.3535536,99665.02766,8252290.467,82.52290467,-0.355872987,-0.425291361,-0.578160573
410,1,367535,PRT,58,1.64,,4573,3808,6284,4,0.000157808,0.000190387,0.000196932,0.00021157,0.000157749,0.000190302,0.000196841,0.000211465,PRT1,99696.91768,15.72712394,398750.5547,8210391.422,82.35351316,99664.6298,18.96634468,398613.7586,8174834.474,82.02342686,99658.14577,19.61676774,398586.2875,8167898.731,81.95916819,99643.64645,21.07112568,398524.8579,8152625.439,81.81781509,-0.330086295,-0.394344964,-0.535698074
411,5,499768,PRT,49,2.5,,4573,3808,6284,5,9.80E-05,0.000114705,0.000118051,0.000125537,9.80E-05,0.000114672,0.000118017,0.000125497,PRT5,99681.19055,9.7708965,498381.5255,7811640.867,78.36624767,99645.66346,11.42655488,498199.7509,7776220.715,78.03872688,99638.529,11.75900577,498163.2475,7769312.444,77.97498138,99622.57532,12.50237334,498081.6207,7754100.581,77.83477346,-0.327520797,-0.391266293,-0.531474213
412,10,540674,PRT,45,2.55,,4573,3808,6284,5.00E+00,8.32E-05,9.85E-05,0.000101524,0.000108369,8.32E-05,9.84E-05,0.000101499,0.00010834,PRT10,99671.41966,8.293906275,498336.7782,7313259.342,73.37368492,99634.2369,9.807985266,498147.155,7278020.964,73.04739004,99626.77,10.11200296,498109.0756,7271149.196,72.98388974,99610.07295,10.79178781,498023.9249,7256018.961,72.84422896,-0.326294886,-0.389795187,-0.529455959
413,15,552373,PRT,120,2.98,,4573,3808,6284,5,0.000217245,0.000270873,0.000281646,0.000305743,0.000217149,0.000270725,0.000281486,0.000305554,PRT15,99663.12575,21.64176947,498271.9124,6814922.563,68.37957883,99624.42892,26.97079677,498067.6636,6779873.809,68.05433048,99616.658,28.04072157,498026.6477,6773040.121,67.99103942,99599.28116,30.43294375,497934.9313,6757995.036,67.85184549,-0.325248351,-0.388539407,-0.527733339
414,20,553108,PRT,182,2.51,,4573,3808,6284,5,0.00032905,0.000407952,0.000423803,0.000459255,0.00032878,0.000407538,0.000423356,0.000458731,PRT20,99641.48398,32.76015505,498125.8471,6316650.651,63.39378338,99597.45812,40.58975459,497886.2221,6281806.146,63.07195248,99588.61727,42.16145888,497838.1043,6275013.473,63.00934429,99568.84822,45.67527493,497730.5096,6260060.105,62.87167339,-0.321830902,-0.384439091,-0.52210999
415,25,566505,PRT,226,2.63,,4573,3808,6284,5,0.000398937,0.000472858,0.000487708,0.000520922,0.000398561,0.000472329,0.000487145,0.00052028,PRT25,99608.72383,39.700104,497949.5299,5818524.804,58.41380735,99556.86837,47.0235789,497672.896,5783919.923,58.09664384,99546.45581,48.49358219,497617.3493,5777175.369,58.03496791,99523.17294,51.77990448,497493.1463,5762329.595,57.89937584,-0.317163509,-0.378839441,-0.514431508
416,30,668652,PRT,333.05,2.54,,4573,3808,6284,5,0.000498092,0.000587656,0.000605649,0.000645891,0.000497482,0.000586808,0.000604748,0.000644867,PRT30,99569.02372,49.53380855,497723.2654,5320575.274,53.43604944,99509.84479,58.3931309,497405.5768,5286247.027,53.12285472,99497.96223,60.17116214,497341.7901,5279558.019,53.06197133,99471.39304,64.14579982,497199.1665,5264836.449,52.92814635,-0.313194722,-0.374078108,-0.507903083
417,35,786750,PRT,609.1,2.66,,4573,3808,6284,5,0.000774198,0.000866125,0.000884592,0.000925896,0.000772798,0.000864373,0.000882765,0.000923895,PRT35,99519.48991,76.90842604,497417.4838,4822852.009,48.46138191,99451.45166,85.96312724,497056.1046,4788841.451,48.15255455,99437.79107,87.78018421,496983.5497,4782216.229,48.09254286,99407.24724,91.84183546,496821.3263,4767637.282,47.96066097,-0.308827368,-0.368839051,-0.500720949
418,40,797274,PRT,1136.17,2.65,,4573,3808,6284,5,0.001425068,0.001544013,0.001567908,0.001621352,0.001420312,0.001538431,0.001562152,0.001615198,PRT40,99442.58149,141.2394841,496880.9946,4325434.525,43.49680449,99365.48853,152.8669549,496468.2053,4291785.346,43.19191109,99350.01089,155.1998607,496385.3348,4285232.679,43.13268455,99315.4054,160.4140481,496200.054,4270815.956,43.00255271,-0.304893398,-0.364119939,-0.494251776
419,45,757206,PRT,1826.34,2.67,,4573,3808,6284,5,0.002411946,0.002576916,0.002610057,0.00268418,0.002398467,0.002561536,0.00259428,0.002667497,PRT45,99301.342,238.1709954,495951.7716,3828553.53,38.55490221,99212.62158,254.1366529,495470.9695,3795317.141,38.25437813,99194.81103,257.3390913,495374.455,3788847.345,38.19602362,99154.99135,264.4956851,495158.6818,3774615.902,38.06783552,-0.300524081,-0.35887859,-0.487066687
420,50,756100,PRT,2729.49,2.67,,4573,3808,6284,5,0.003609959,0.003799843,0.003837989,0.003923307,0.003579848,0.003766496,0.003803972,0.003887768,PRT50,99063.17101,354.631111,494489.5645,3332601.758,33.64117789,98958.48492,372.7267011,493923.9714,3299846.171,33.34576286,98937.47193,376.3553758,493810.4516,3293472.89,33.28842778,98890.49567,384.463294,493556.6789,3279457.22,33.1625117,-0.295415032,-0.352750108,-0.478666188
421,55,694551,PRT,3713.64,2.6,,4573,3808,6284,5,0.005346821,0.005550511,0.005591431,0.005682952,0.005279078,0.005477544,0.005517391,0.005606485,PRT55,98708.5399,521.0900908,492292.0833,2838112.194,28.75244834,98585.75822,540.0077798,491632.7724,2805922.2,28.46173981,98561.11656,543.8001872,491500.4623,2799662.438,28.40534417,98506.03237,552.2725946,491204.7076,2785900.541,28.2815222,-0.290708524,-0.347104164,-0.47092614
422,60,646895,PRT,5085.91,2.56,,4573,3808,6284,5,0.007862033,0.008075492,0.008118374,0.008214285,0.007714052,0.007919446,0.007960682,0.008052882,PRT60,98187.44981,757.4230748,489089.1367,2345820.111,23.89124186,98045.75044,776.4679878,488334.1703,2314289.427,23.60417883,98017.31637,780.2847302,488182.6871,2308161.976,23.54851225,97953.75978,788.8100885,487844.1023,2294695.834,23.42631706,-0.287063023,-0.342729603,-0.4649248
423,65,1071532,PRT,6688.16,2.67,,4573,3808,6284,5,0.00624168,0.006413639,0.006448184,0.006525448,0.006152208,0.006319206,0.006352739,0.006427719,PRT65,97430.02673,599.4097774,485753.5089,1856730.974,19.05707138,97269.28245,614.6646414,484914.2437,1825955.257,18.77216744,97237.03164,617.7214761,484745.8672,1819979.289,18.7169359,97164.94969,624.5490211,484369.5492,1806851.731,18.59571519,-0.284903939,-0.340135477,-0.461356185
424,75,438065,PRT,13877.26,2.69,,4573,3808,6284,5,0.031678541,0.032784657,0.033006867,0.033503864,0.029518456,0.030476587,0.03066852,0.031097135,PRT75,96830.61695,2858.290317,477550.4341,1370977.465,14.15851213,96654.61781,2945.702852,476468.5155,1341041.013,13.87456744,96619.31016,2963.171215,476251.6253,1335233.421,13.81952965,96540.40067,3002.129869,475767.0834,1322482.182,13.69874346,-0.283944692,-0.338982486,-0.459768676
