Age,Pop,CNTRY,deaths,ax,MID,LOW,HIGH,meanval,upperval,lowerval,countmeanval,countupperval,countlowerval,perdist,width,mx_base,mx_low,mx_mid,mx_high,qx_base,qx_low,qx_mid,qx_high,lx_base,dx_base,Lx_base,Tx_base,ex_base,lx_low,dx_low,Lx_low,Tx_low,ex_low,lx_mid,dx_mid,Lx_mid,Tx_mid,ex_mid,lx_high,dx_high,Lx_high,Tx_high,ex_high,DIF_LOW,DIF_MID,DIF_HIGH
45,292380,HRV,803,2.74,1145,624,1811,0.7863637667,1.3127014789,0.5479380479,14.3348350489,20.4511759296,10.336114448,0.05485684097636983,5,0.002746425884123401,0.0028635018427021503,0.0029612527632462667,0.003086208834421663,0.0027294841873129086,0.002845089803737966,0.0029415665314819176,0.003064832145205494,99133.04792140023,270.5820867415947,495053.7240909651,4034167.4126270004,40.69447572948203,99094.9029590874,281.93389801130274,494837.3441859314,4025703.7356789233,40.624730591249346,99063.0700566516,291.4006113844949,494656.7849015291,4018689.4125675694,40.56697829240892,99022.39849543662,303.48703000416225,494426.1117893737,4009791.167640498,40.49377947379538,-0.06974513823268325,-0.12749743707311012,-0.20069625568665117
50,303185,HRV,1423,2.65,1145,624,1811,1.1926972911,1.74235156,0.8414994954,14.3348350489,20.4511759296,10.336114448,0.08320272169378908,5,0.004693503966225242,0.004864747590866713,0.0050077250402869155,0.005190494678125409,0.004642300623709237,0.004809761641425954,0.0049494788121742924,0.005127945726863654,98862.46583465864,458.949286805669,493233.79834929993,3539113.6885360354,35.79835540876539,98812.96906107609,475.26682826537336,492947.9682589568,3530866.391492992,35.73282358624981,98771.6694452671,488.86828516243247,492709.50675620383,3524032.6276660403,35.67857714117945,98718.91146543245,506.22522020979574,492404.9280596692,3515365.055851124,35.609844189601596,-0.06553182251558098,-0.1197782675859358,-0.188511219163793
55,312206,HRV,2514,2.7,1145,624,1811,1.1759322569,1.801180133,0.8555151999,14.3348350489,20.4511759296,10.336114448,0.0820331906777146,5,0.008052375675035073,0.00821633380198617,0.008353228327853991,0.008528222097965258,0.007905953742937632,0.008063944857748407,0.008195767753313366,0.008364159848409974,98403.51654785298,777.9736499697235,490228.24334433454,3045879.8901867354,30.952957750300968,98337.70223281073,792.9898082430681,489864.63460509456,3037918.4232340353,30.892713112635885,98282.80116010467,805.5030124532954,489561.3488718808,3031323.1209098366,30.84286452084073,98212.68624522265,821.4666068967778,489174.0580302507,3022960.127791455,30.77973165547644,-0.06024463766508248,-0.11009322946023659,-0.17322609482452833
60,289373,HRV,3675,2.65,1145,624,1811,1.2377693475,1.7596514771,0.8896942744,14.3348350489,20.4511759296,10.336114448,0.08634695434426932,5,0.012699871791770482,0.012886069189284501,0.013041532080478098,0.013240261995132483,0.012331831981725399,0.012507319263004954,0.012653725750250847,0.012840727687960135,97625.54289788325,1203.9017921414215,485298.54527788394,2555651.646842401,26.178104325787196,97544.71242456765,1220.0228607120737,484856.5084001649,2548053.7886289405,26.12190579370847,97477.29814765138,1233.4509976358154,484487.88089381275,2541761.772037956,26.075422896804994,97391.21963832587,1250.5741305740578,484017.2489847803,2533786.0697612045,26.016576023698306,-0.056198532078724384,-0.10268142898220134,-0.16152830208888957
65,228050,HRV,4325,2.6,1145,624,1811,1.328160297,1.8225127316,0.9830036469,14.3348350489,20.4511759296,10.336114448,0.09265263900625893,5,0.018965139223854417,0.01921865927094894,0.01943033225898779,0.019700916155405986,0.018139495868808454,0.01837128762938628,0.018564612447512948,0.018811468559752225,96421.64110574183,1749.0399605013354,477910.50962350593,2070353.101564517,21.471871644396117,96324.68956385557,1769.6085777889334,477376.3872325844,2063197.280228776,21.41919470045155,96243.84715001557,1786.7297227977126,476931.0844153634,2057273.8911441432,21.375640646798587,96140.6455077518,1808.546730283357,476362.7153860789,2049768.820776424,21.32052276070012,-0.05267694394456868,-0.09623099759753018,-0.15134888369599864
70,192999,HRV,5495,2.63,1145,624,1811,1.5654452089,2.0653399769,1.1794631246,14.3348350489,20.4511759296,10.336114448,0.10920566602683901,5,0.028471650112176748,0.028824731400684707,0.029119531643172922,0.029496378018407376,0.02667188940606629,0.026981500616581618,0.027239634825613483,0.02756911967248576,94672.6011452405,2525.097147530479,467378.5254865552,1592442.5919410111,16.82052222794629,94555.08098606665,2551.2379759264822,466728.9709273875,1585820.8929961915,16.771397966756258,94457.11742721786,2572.9773853975057,466187.6307326972,1580342.8067287798,16.730796469058912,94332.09877746845,2600.6529201527756,465496.94646658015,1573406.1053903452,16.67943495142672,-0.04912426119003399,-0.08972575888737921,-0.14108727651957054
75,176934,HRV,8775,2.63,1145,624,1811,2.0563767431,2.730116994,1.5320239526,14.3348350489,20.4511759296,10.336114448,0.14345311516213075,5,0.04959476414934382,0.050100685814265036,0.05052309797359828,0.05106307205827381,0.04437852989481909,0.04478319124563704,0.04512039366795133,0.045550566188939476,92147.50399771001,4089.370760895335,451045.71128522814,1125064.0664544557,12.209381889306682,92003.84301014016,4120.2256968566735,450254.2801491505,1119091.922068804,12.16353453785038,91884.14004182036,4145.848570528105,449595.03909695015,1114155.1759960826,12.12565275671061,91731.44585731567,4178.419296130775,448754.37555474846,1107909.158923765,12.077746606622446,-0.045847351456302476,-0.08372913259607273,-0.1316352826842362
80,197135.03,HRV,25755,12.879999999999999,1145,624,1811,3.4012373363,4.6313608618,2.4337471587,14.3348350489,20.4511759296,10.336114448,0.23727076905297195,5,0.13064649139221984,0.13139753477547372,0.1320246078566841,0.13282620223688774,1,1,1,1,88058.13323681468,88058.13323681468,674018.3551692277,674018.3551692277,7.654243059600078,87883.6173132835,87883.6173132835,668837.6419196534,668837.6419196534,7.610492858246966,87738.29147129225,87738.29147129225,664560.1368991324,664560.1368991324,7.574345542351652,87553.0265611849,87553.0265611849,659154.7833690165,659154.7833690165,7.528635037058116,-0.04375020135311214,-0.0798975172484262,-0.1256080225419618
0,89344,HUN,421.02,0.14,559,191,985,0.0947887914,0.1363768913,0.0484558426,40.9731037139,55.0764577108,24.4735370872,0.0023134393738359436,1,0.004712347779369627,0.004717293460337601,0.004726822311626682,0.004737852992738498,0.00469332751070292,0.004698233327336443,0.004707685254766106,0.004718626695473241,1e5,469.332751070292,99596.37383407954,8493850.633139089,84.93850633139088,1e5,469.8233327336443,99595.95193384906,8492684.932608379,84.9268493260838,1e5,470.76852547661065,99595.13906809011,8490442.277703114,84.90442277703114,1e5,471.86266954732406,99594.19810418929,8487851.57162303,84.8785157162303,-0.01165700530708591,-0.03408355435973931,-0.05999061516058646
1,365858,HUN,74,1.57,559,191,985,0.021690250300000002,0.0368722957,0.0129590728,40.9731037139,55.0764577108,24.4735370872,5.293777706335107e-4,4,2.0226426646403797e-4,2.025406336726025e-4,2.0307311080742838e-4,2.036895109689388e-4,2.0216490197652254e-4,2.0244099752975448e-4,2.0297295022078942e-4,2.035887415633038e-4,99530.6672489297,20.121607588037755,398073.7734892799,8394254.259305008,84.33837018605213,99530.17666726635,20.148988248834094,398071.7446276208,8393088.980674531,84.32707809545026,99529.23147452339,20.201741745591864,398067.8356656518,8390847.138635023,84.30535446044148,99528.13733045266,20.262808229246538,398063.3106978135,8388257.3735188395,84.2802608238131,-0.011292090601870086,-0.033015725610653135,-0.058109362239036955
5,491078,HUN,47,2.23,559,191,985,0.0196348143,0.0283442235,0.0134300388,40.9731037139,55.0764577108,24.4735370872,4.79212276353352e-4,5,9.570781016457671e-5,9.589419510705731e-5,9.625330326848591e-5,9.666900999883532e-5,9.568244373124155e-5,9.586872979159564e-5,9.622764689449011e-5,9.664313156232717e-5,99510.54564134167,9.521412183992819,497526.3538949586,7996180.485815728,80.35510642897846,99510.02767901753,9.539899955113935,497523.71287221194,7995017.23604691,80.34383491315944,99509.02973277781,9.57551977593906,497518.6244741097,7992779.302969372,80.32215090864852,99507.87452222341,9.616752608938782,497512.73420639033,7990194.062821026,80.29710313063265,-0.011271515819018418,-0.032955520329934984,-0.05800329834580964
10,479536,HUN,60,2.74,559,191,985,0.0253600364,0.0344688275,0.0181204718,40.9731037139,55.0764577108,24.4735370872,6.189435044286548e-4,5,1.2512095025191017e-4,1.2536747649675076e-4,1.258424589998991e-4,1.2639230287582627e-4,1.2508557938389515e-4,1.253319661285123e-4,1.2580667908250828e-4,1.2635620965358133e-4,99501.02422915766,12.446143264995175,497476.99286200944,7498654.13192077,75.36258234539231,99500.4877790624,12.4705917640959,497474.25535792514,7497493.5231746985,75.35132430529023,99499.45421300185,12.51769590505985,497468.9810722639,7495260.678495262,75.32966625575557,99498.25776961449,12.572222718903486,497462.8756247277,7492681.328614636,75.30464850916019,-0.011258040102077871,-0.03291608963674264,-0.05793383623212378
15,544715,HUN,139,2.7,559,191,985,0.11527347339999999,0.1768988193,0.0693160158,40.9731037139,55.0764577108,24.4735370872,0.0028133937376312017,5,2.5517931395316817e-4,2.5616580818205403e-4,2.580664881623158e-4,2.602667318351188e-4,2.550296338930347e-4,2.560149689347791e-4,2.5791340290819717e-4,2.601110258678999e-4,99488.57808589267,25.372535645783802,497384.53359747806,7001177.13905876,70.37166751960561,99488.0171872983,25.470421629588945,497381.5039667435,7000019.267816773,70.36042596605765,99486.93651709681,25.659014342036222,497375.6668524974,6997791.697422998,70.33879966964737,99485.68554689558,25.877323726774307,497368.9098899063,6995218.452989908,70.31381866180638,-0.011241553547961303,-0.03286784995823666,-0.05784885779922888
20,628054,HUN,254,2.58,559,191,985,0.18378417959999999,0.2683996855,0.1213370974,40.9731037139,55.0764577108,24.4735370872,0.00448548347431273,5,4.044238234291956e-4,4.057879216494023e-4,4.0841613183283733e-4,4.1145857079518327e-4,4.040283985516823e-4,4.053898260955286e-4,4.08012865365208e-4,4.1104927680511857e-4,99463.2055502469,40.18595965328305,497218.77772887354,6503792.605461283,65.38893020269381,99462.54676566873,40.32110453635283,497215.15675536566,6502637.76385003,65.37775248375735,99461.27750275478,40.58148082678308,497208.180330173,6500416.0305705005,65.35624912308671,99459.8082231688,40.88288224130932,497200.10454082,6497849.543100002,65.33141033733013,-0.011177718936465908,-0.03268107960710154,-0.05751986536368747
25,610086,HUN,298,2.69,559,191,985,0.2873798643,0.414464048,0.1810446212,40.9731037139,55.0764577108,24.4735370872,0.00701386612804993,5,4.884557259140515e-4,4.906515613052217e-4,4.948822808023458e-4,4.997797984810817e-4,4.8790520650194923e-4,4.900960839009964e-4,4.943171882337984e-4,4.992034723980503e-4,99423.01959059361,48.50900890439592,497003.0421423989,6006573.827732408,60.41431705118609,99422.22566113237,48.726443449242126,496998.57022129407,6005422.607094664,60.40322037814121,99420.69602192799,49.14535890980663,496989.9543305583,6003207.850240327,60.38187309527862,99418.92534092748,49.63027275227351,496979.9807745797,6000649.438559182,60.357214866100684,-0.011096673044882266,-0.032443955907467625,-0.05710218508540521
30,677852,HUN,446,2.68,559,191,985,0.4911682276,0.7121850922,0.3214679669,40.9731037139,55.0764577108,24.4735370872,0.011987576802324902,5,6.579607347916654e-4,6.613385033447479e-4,6.678464553213676e-4,6.753801171203892e-4,6.569579089719121e-4,6.603253626228207e-4,6.668132922881789e-4,6.743235318027337e-4,99374.51058168922,65.2848706768537,496721.0920084758,5509570.78559001,55.4424947940846,99373.49921768313,65.6188419060152,496715.26037519367,5508424.0368733695,55.43151927061422,99371.55066301819,66.26227085738873,496704.02484670177,5506217.895909769,55.41040528372218,99369.29506817521,67.00705400311988,496691.01897558884,5503669.457784602,55.38601691808973,-0.01097552347038544,-0.032089510362425244,-0.056477875994872306
35,856770,HUN,903.07,2.7,559,191,985,1.0231406851,1.4102023488,0.6439609978,40.9731037139,55.0764577108,24.4735370872,0.024971032027356586,5,0.0010540401741424186,0.0010596069740037876,0.001070332536040352,0.0010827485399196356,0.0010514910523749233,0.0010570308882117485,0.0010677040996359328,0.0010800588460010054,99309.22571101236,104.42276225341118,496305.95620187896,5012849.693581534,50.47718031926676,99307.88037577711,104.97149700003375,496297.96743578545,5011708.776498176,50.46637545312686,99305.2883921608,106.0286635318387,496282.57603468077,5009513.871063068,50.44559008056333,99302.2880141721,107.25231459784618,496264.7597472854,5006978.438809014,50.42158180780723,-0.010804866139899616,-0.03159023870342992,-0.055598511459528765
40,723773,HUN,1498.1,2.74,559,191,985,1.7768241468,2.4750549529,1.0871989163,40.9731037139,55.0764577108,24.4735370872,0.04336562246313837,5,0.002069847866665377,0.0020812918330615528,0.0021033409410918815,0.0021288651802791637,0.0020602104982567586,0.0020715478529419917,0.002093389906399377,0.0021186717519413667,99204.80294875895,204.38277651252622,495562.10966887645,4516543.737379655,45.52747047653056,99202.90887877707,205.5035728934307,495550.10631914623,4515410.809062391,45.51691941392651,99199.25972862897,207.6627290382021,495526.9808755185,4513231.295028387,45.49662273060154,99195.03569957425,210.1617200695034,495500.21301051416,4510713.6790617285,45.473179653093155,-0.010551062604051253,-0.030847745929023063,-0.05429082343740532
45,650776,HUN,2559.17,2.78,559,191,985,3.4418462383,4.6449152068,2.0605655754,40.9731037139,55.0764577108,24.4735370872,0.084002575502533,5,0.003932489827528981,0.003957144227692761,0.004004645899212503,0.004059634247221771,0.0038984558115640372,0.003922683997225325,0.003969357068903644,0.004023374039195411,99000.42017224643,385.94876336777565,494145.2946065557,4020981.6277107787,40.61580365734662,98997.40530588364,388.3355375602192,494124.9216360345,4019860.7027432444,40.605717799599084,98991.59699959077,392.93299531238637,494085.6737483603,4017704.3141528685,40.586316777670305,98984.87397950474,398.2531722421688,494040.2478551462,4015213.466051214,40.56390946037454,-0.010085857747533566,-0.029486879676312583,-0.05189419697207853
50,604512,HUN,4523.29,2.73,559,191,985,4.6703450062,6.1995931174,2.5267204182,40.9731037139,55.0764577108,24.4735370872,0.11398562917789407,5,0.00748254790641046,0.007518562501940371,0.007587951879715279,0.007668277626813406,0.007357576643665773,0.007392395476476652,0.007459465196792286,0.007537079753313878,98614.47140887864,725.5635315654116,491425.32782773976,3526836.333104223,35.76388214343446,98609.06976832343,728.9572412949248,491390.61590387765,3525735.78110721,35.75468047098235,98598.66400427837,735.4933025901308,491323.7502245123,3523618.640404508,35.73698159086224,98586.62080726259,743.0552236340516,491246.3686786636,3521173.218196068,35.716542360042766,-0.009201672452107346,-0.02690055257221502,-0.04733978339169198
55,743582,HUN,8616.59,2.61,559,191,985,4.6240554002,6.1623208604,2.4782656693,40.9731037139,55.0764577108,24.4735370872,0.11285587326964695,5,0.011587948605533754,0.011616937300518979,0.01167278986467899,0.011737445278625091,0.011275666790576792,0.011303112264439613,0.011355981070697196,0.011417165314673091,97888.90787731324,1103.7627077180518,486806.54651512,3035411.005276483,31.008732971879144,97880.11252702851,1106.3499003489853,486756.3863733085,3034345.1652033324,31.00063012662998,97863.17070168824,1111.33231400678,486659.76927796495,3032294.8901799954,30.98504645249232,97843.56558362853,1117.0961632453455,486547.9680879863,3029926.849517404,30.967052676833156,-0.008102845249165824,-0.023686519386824756,-0.04168029504598891
60,679618,HUN,11771.84,2.6,559,191,985,4.5449253959,6.1495342742,2.3051733296,40.9731037139,55.0764577108,24.4735370872,0.11092460624012107,5,0.01732125988422908,0.017352434161237437,0.017412497689714264,0.01748202775257059,0.016629936403501286,0.016658669829792784,0.016714018931251257,0.016778072406694267,96785.14516959518,1609.5308089740076,480062.8519064383,2548604.4587613633,26.332599432438535,96773.76262667953,1612.1221597845947,479999.7199499146,2547588.778830024,26.325201270283976,96751.83838768145,1617.1120584450698,479878.12299813906,2545635.1209020307,26.31097417189898,96726.46942038319,1622.883707579088,479737.4262037261,2543378.881429418,26.29454891375836,-0.007398162154558463,-0.021625260539554603,-0.03805051868017628
65,543890,HUN,12376.83,2.55,559,191,985,3.5983895941,4.791820429,2.0980286172,40.9731037139,55.0764577108,24.4735370872,0.08782321249632981,5,0.022756127158065048,0.022786968382553088,0.022846390218215905,0.022915177451890797,0.021554414419464957,0.021582082325007555,0.02163537895822914,0.021697057254805432,95175.61436062117,2051.454634556009,470852.00794844364,2068541.606854925,21.73394540976856,95161.64046689493,2053.7863587392967,470776.4257555633,2067589.0588801093,21.727127114831397,95134.72632923638,2058.2758562204485,470630.8557984418,2065756.9979038916,21.714016296792064,95103.5857128041,2063.4679443480063,470462.43210036785,2063641.4552256917,21.698881695770353,-0.006818294937161795,-0.019929112976495134,-0.035063713998205515
70,446177,HUN,14657.92,2.57,559,191,985,3.7710405015,4.8762286678,2.2954298401,40.9731037139,55.0764577108,24.4735370872,0.09203697449506823,5,0.03285225370200615,0.03289165300346848,0.032967563699479674,0.033055438581275236,0.03042351480656163,0.03045730093702998,0.03052237984046924,0.03059768799073574,93124.15972606518,2833.164252274554,458736.2094972987,1597689.5989064812,17.156553182399268,93107.85410815563,2835.813932173179,458648.2426855973,1596812.633124546,17.15013892672966,93076.45047301594,2840.9147755400154,458478.82946051745,1595126.14210545,17.137805900407617,93040.11776845608,2846.8124941005276,458282.83448161616,1593179.023125324,17.12357057726628,-0.006414255669607627,-0.018747281991650766,-0.03298260513298956
75,329612,HUN,16688.9,2.61,559,191,985,4.3835448742,5.820431361,2.9062179964,40.9731037139,55.0764577108,24.4735370872,0.10698591214394372,5,0.05063195514726406,0.05069395018755232,0.050813396129050115,0.050951667789588324,0.04516635740016364,0.045215683898440044,0.04531068459073061,0.04542059783378858,90290.99547379062,4078.115371585785,441708.2816308631,1138953.3894091826,12.614252212334886,90272.04017598245,4081.7120334645024,441604.9091199321,1138164.3904389488,12.608160713108221,90235.53569747592,4088.633896863944,441405.84347387473,1136647.3126449324,12.596448880800814,90193.30527435556,4096.633846166626,441175.5714794396,1134896.188643708,12.58293157337466,-0.006091499226664965,-0.017803331534071987,-0.03132063896022608
80,412244.59,HUN,50973.17,13.67,559,191,985,7.8999122343,10.7383466095,5.2858445996,40.9731037139,55.0764577108,24.4735370872,0.1928072691163979,5,0.12364788098250118,0.12373721190228652,0.12390932592574729,0.12410856661594916,1,1,1,1,86212.88010220484,86212.88010220484,697245.1077783194,697245.1077783194,8.087481904696137,86190.32814251794,86190.32814251794,696559.4813190165,696559.4813190165,8.081643222975522,86146.90180061197,86146.90180061197,695241.4691710577,695241.4691710577,8.070417561622847,86096.67142818894,86096.67142818894,693720.6171642682,693720.6171642682,8.05746152152796,-0.005838681720614858,-0.01706434307329019,-0.03002038316817668
0,69102.48,IRL,249,0.14,1566,476,4195,0.0124855521,0.0289042708,0.0088539355,7.0476213705,9.563068033,4.4771219546,0.0017715980248686658,1,0.003603343903142116,0.0036155472373761042,0.003643491847281666,0.003710892195393336,0.003592212084201451,0.0036043400084344534,0.0036321109798821503,0.003699087049986403,1e5,359.2212084201451,99691.06976075868,8758645.855126556,87.58645855126557,1e5,360.43400084344535,99690.02675927462,8741176.556427335,87.41176556427335,1e5,363.21109798821504,99687.63845573014,8703181.790723834,87.03181790723835,1e5,369.9087049986403,99681.87851370117,8621525.49946578,86.2152549946578,-0.1746929869922127,-0.5546406440272165,-1.3712035566077674
1,294380.03,IRL,38,1.71,1566,476,4195,0.0102599119,0.014380605500000001,0.0074892949,7.0476213705,9.563068033,4.4771219546,0.0014557978303071212,4,1.2908484315325328e-4,1.31438806386514e-4,1.3682918437864466e-4,1.49830380471591e-4,1.2904669639608233e-4,1.3139925588501427e-4,1.3678632391164554e-4,1.4977898956713588e-4,99640.77879157985,12.858313329386204,398533.6696287951,8658954.785365796,86.90171725251028,99639.56599915655,13.09256482899494,398528.2820231678,8641486.529668061,86.7274605525802,99636.78890201179,13.628950080266835,398515.9453123633,8603494.152268104,86.34856910863763,99630.09129500136,14.922494404646804,398486.1926678188,8521843.62095208,85.53483701745476,-0.17425669993008341,-0.5531481438726473,-1.3668802350555183
5,339328,IRL,34,2.68,1566,476,4195,0.0108665588,0.013007854400000001,0.0091538209,7.0476213705,9.563068033,4.4771219546,0.0015418760782872566,5,1.0019803847604678e-4,1.0236093989669208e-4,1.0731380239354796e-4,1.1925974322312052e-4,1.0017475190838795e-4,1.023366372601402e-4,1.072870913386792e-4,1.1922675525397726e-4,99627.92047825047,9.980202217057343,498116.4483221087,8260421.115737001,82.91271238106705,99626.47343432756,10.195438273355773,498108.71375484363,8242958.247644893,82.73863325171838,99623.15995193152,10.688279061210725,498091.00295223563,8204978.20695574,82.3601480912136,99615.16880059672,11.876793350172376,498048.2898424112,8123357.42828426,81.54739409763064,-0.17407912934866943,-0.55256428985345,-1.3653182834364088
10,310638.1,IRL,40,2.84,1566,476,4195,0.0093309149,0.0124350147,0.0079697516,7.0476213705,9.563068033,4.4771219546,0.001323980731861878,5,1.287672053106171e-4,1.307959803654679e-4,1.3544170475577753e-4,1.4664685101460696e-4,1.287314003240813e-4,1.3075903841116733e-4,1.354020923209208e-4,1.4660041427812652e-4,99617.9402760334,12.823956949134478,498062.0016331569,7762304.6674148925,77.92075047833917,99616.27799605421,13.025728720863574,498053.254406234,7744849.533890049,77.74682702155185,99612.4716728703,13.487737085765094,498033.22485224623,7706887.2040035045,77.36869765979809,99603.29200724653,14.60188387172755,497984.91996706976,7625309.1384418495,76.55679832235944,-0.17392345678732113,-0.5520528185410853,-1.3639521559797316
15,277771.55,IRL,51,2.99,1566,476,4195,0.0189596763,0.0332099281,0.013410272899999999,7.0476213705,9.563068033,4.4771219546,0.0026902234531726676,5,1.836041164042898e-4,1.8821418667142186e-4,1.9877086018229152e-4,2.242327818887836e-4,1.8353638335294776e-4,1.8814301019230294e-4,1.9869147708990927e-4,2.241317639340211e-4,99605.11631908428,18.281162812654404,497988.83645816793,7264242.665781735,72.930416972867,99603.25226733334,18.739655706519418,497978.5946286966,7246796.279483816,72.75662304714253,99598.98393578455,19.789469234855176,497955.1428457607,7208853.979151258,72.37879036797298,99588.6901233748,22.32098878523062,497898.5854294157,7127324.218474779,71.56760682006299,-0.1737939257244676,-0.551626604894011,-1.362810152804002
20,248434.38999999998,IRL,151,2.61,1566,476,4195,0.021084705,0.0395595777,0.0146729177,7.0476213705,9.563068033,4.4771219546,0.002991747696358456,5,6.078063508035261e-4,6.135385358825187e-4,6.266647580171865e-4,6.583242424135552e-4,6.069246972852541e-4,6.126401865946951e-4,6.257275878057078e-4,6.572900655507206e-4,99586.83515627161,60.441709780816645,497789.7200949819,6766253.829323567,67.94325594046607,99584.51261162682,61.009474388328826,497776.750414346,6748817.684855118,67.76975161966271,99579.19446654968,62.309449149189625,497747.05274928187,6710898.836305498,67.39258006912078,99566.36913458958,65.44398529512164,497675.43454809254,6629425.633045364,66.5829806858176,-0.1735043208033602,-0.5506758713452911,-1.3602752546484709
25,309323.11,IRL,167,2.39,1566,476,4195,0.0315296674,0.046718235100000005,0.0221455444,7.0476213705,9.563068033,4.4771219546,0.004473802683551812,5,5.398885327384689e-4,5.467730169833436e-4,5.62537907376019e-4,6.005616659469765e-4,5.391288413979154e-4,5.459938414165376e-4,5.617131866289789e-4,5.996217792262873e-4,99526.3934464908,53.65754918731966,497491.92102907505,6268464.109228586,62.98293238766612,99523.50313723848,54.339219789131675,497475.6903225428,6251040.934440773,62.80969557332468,99516.8850174005,55.89994660651372,497438.5262263595,6213151.7835562155,62.433141697208946,99500.92514929445,59.66292177268157,497348.90552064555,6131750.198497271,61.62505714692595,-0.17323681434143623,-0.5497906904571721,-1.3578752407401709
30,380767.96,IRL,252,2.56,1566,476,4195,0.0499451852,0.0717728397,0.033274981,7.0476213705,9.563068033,4.4771219546,0.007086814483119231,5,6.618203905601721e-4,6.706796540705913e-4,6.909666230335259e-4,7.39897303220274e-4,6.607533784162916e-4,6.695839078895276e-4,6.898036426772957e-4,7.385639372446416e-4,99472.73589730347,65.7269463044548,497203.3057375344,5770972.188199511,58.01561740653754,99469.16391744936,66.60295149034974,497183.30838561035,5753565.2441182295,57.842702376519235,99460.98507079398,68.60854980610581,497137.520492443,5715713.257329856,57.46688767722888,99441.26222752177,73.443730155335345,497027.1084360298,5634401.292976626,56.66059708780754,-0.17291503001830222,-0.5487297293086542,-1.3550203187299985
35,365783.31,IRL,276,2.69,1566,476,4195,0.0478852987,0.0725873999,0.0336913444,7.0476213705,9.563068033,4.4771219546,0.00679453338688692,5,7.54545088456879e-4,7.633869295243629e-4,7.836340025570464e-4,8.324684566881704e-4,7.532322053599185e-4,7.620431245364413e-4,7.822180357350489e-4,8.30870690576325e-4,99407.008950999,74.87656058039414,496862.0799000543,5273768.882461976,53.052284120746364,99402.56096595901,75.7490381454235,496837.8245516792,5256381.93573262,52.879743586613415,99392.37652098786,77.74650952928552,496782.2881679267,5218575.736837413,52.50478879268422,99367.81849736643,82.56180797596977,496648.3747104077,5137374.184540596,51.70058337022618,-0.17254053413294912,-0.5474953280621477,-1.3517007505201875
40,346545.67000000004,IRL,387,2.66,1566,476,4195,0.1117111844,0.1545655516,0.0699814616,7.0476213705,9.563068033,4.4771219546,0.015850906075573486,5,0.0011167359268981776,0.0011385080393356898,0.001188364347228312,0.0013086141026867563,0.001113825320818388,0.0011354829890985046,0.0011850689400233565,0.001304619154011591,99332.13239041861,110.6386442273326,496401.76752460113,4776906.802561922,48.090247210103115,99326.8119278136,112.78390530541878,496370.1453006533,4759544.111180941,47.918019503535156,99314.63001145858,117.69468331649105,496297.7444983323,4721793.448669487,47.543785322713305,99285.25668939047,129.52944758793626,496123.1845395966,4640725.809830189,46.741338689877125,-0.17222770656795916,-0.5464618873898104,-1.34890852022599
45,314100.41000000003,IRL,556,2.76,1566,476,4195,0.1319639819,0.1773027203,0.0924345495,7.0476213705,9.563068033,4.4771219546,0.01872461288178393,5,0.0017701345884903491,0.0017985105964418485,0.001863489270112298,0.0020202130619284566,0.001763143545412124,0.0017912940749614862,0.0018557429980627519,0.0020111122215276445,99221.49374619128,174.9417362647466,495715.5992417234,4280505.035037321,43.14090499369883,99214.02802250817,177.72150054978172,495672.04395130934,4263173.965880287,42.96946763327786,99196.9353281421,184.08401816448335,495572.3284400221,4225495.704171155,42.59703881166563,99155.72724180254,199.4132948904507,495331.95042845805,4144602.6252905917,41.798923174488,-0.17143736042097402,-0.5438661820332058,-1.3419818192108295
50,287728.94,IRL,827,2.6,1566,476,4195,0.1699933048,0.2341891513,0.1058344759,7.0476213705,9.563068033,4.4771219546,0.02412066367690517,5,0.002874232949942401,0.002914136603395567,0.0030055126165551282,0.0032259048537996112,0.0028545418660502605,0.002893896897295896,0.002983988420922956,0.003201121223815196,99046.55200992654,282.73252940025986,494554.20197907207,3784789.4357955977,38.21222807853304,99036.3065219584,286.6008601635407,494493.69054539944,3767501.9219289776,38.04162386744143,99012.85130997762,295.45320183153956,494355.16886549233,3729923.3757311325,37.67110356264697,98956.3139469121,316.77115680597996,494021.3189582261,3649270.674862134,36.877593043935406,-0.17060421109160728,-0.541124515886068,-1.3346350345976319
55,254084.91999999998,IRL,1202,2.73,1566,476,4195,0.2359747602,0.3152762612,0.1363319234,7.0476213705,9.563068033,4.4771219546,0.03348289412761948,5,0.004730701845666402,0.0047934283451562055,0.004937066757853445,0.0052835120670103675,0.0046804400361258325,0.004741832079836433,0.004882349575115765,0.0052208948862406245,98763.81948052628,462.2581348173596,492769.77143659594,3290235.2338165254,33.314175688246614,98749.70566179485,468.2545221815043,492685.5905436222,3273008.2313835784,33.14448594503374,98717.39810814607,481.9728467098408,492492.912178699,3235568.20686564,32.77606854387549,98639.5427901061,514.9866845339782,492028.6941766384,3155249.3559039077,31.987672151095882,-0.16968974321287078,-0.538107144371125,-1.3265035371507317
