"Age"	"Pop"	"CNTRY"	"deaths"	"ax"	"MID"	"LOW"	"HIGH"	"meanval"	"upperval"	"lowerval"	"countmeanval"	"countupperval"	"countlowerval"	"perdist"	"width"	"mx_base"	"mx_low"	"mx_mid"	"mx_high"	"qx_base"	"qx_low"	"qx_mid"	"qx_high"
"179"	35	3923511	"FRATNP"	3427	2.66	38728	14235	72947	0.1967138942	0.3015139033	0.1401583904	19.3754415429	26.2802532239	14.1518838513	0.0101527438104803	5	0.000873452374671563	0.00091028782846338	0.00097366758046359	0.00106221499130322	0.000871670785444664	0.000908352969856743	0.000971454236483026	0.00105958131391784
"180"	40	4412884	"FRATNP"	6110	2.71	38728	14235	72947	0.2689542249	0.4269739086	0.1910757806	19.3754415429	26.2802532239	14.1518838513	0.0138811920391335	5	0.00138458205563527	0.0014293597494693	0.00150640506419193	0.00161404453769432	0.00138020584674623	0.0014246963850695	0.00150122633235744	0.00160810073687248
"181"	45	4355937	"FRATNP"	10031	2.66	38728	14235	72947	0.4289490244	0.6078864772	0.3130735922	19.3754415429	26.2802532239	14.1518838513	0.0221387999571646	5	0.00230283404006991	0.00237518261108695	0.0024996668787315	0.00267358298351773	0.00229049142547194	0.00236205448396295	0.00248513080071614	0.00265696054896064
"182"	50	4327069	"FRATNP"	15646	2.68	38728	14235	72947	0.5584162999	0.7533044572	0.4074290906	19.3754415429	26.2802532239	14.1518838513	0.0288208296396026	5	0.00361584250216486	0.00371065599136962	0.00387379380598796	0.00410171251249289	0.00358576242114199	0.00367898463576602	0.00383928933858659	0.00406304865111344
"183"	55	4114377	"FRATNP"	23440	2.64	38728	14235	72947	0.6578029387	0.8926123065	0.4806451761	19.3754415429	26.2802532239	14.1518838513	0.0339503457117883	5	0.00569709581790876	0.00581455787138789	0.00601666521777808	0.00629902798616603	0.00562151374414544	0.00573584851282624	0.0059324287053991	0.00620676011479309
"184"	60	3981706	"FRATNP"	31967	2.61	38728	14235	72947	0.6555930077	0.9022616087	0.4715643081	19.3754415429	26.2802532239	14.1518838513	0.0338362873562609	5	0.00802846819930954	0.00814943633470587	0.00835757630943452	0.00864836722092921	0.00787731791595162	0.00799374101911364	0.00819390624920188	0.00847322898690559
"185"	65	6021381	"FRATNP"	40879	2.6	38728	14235	72947	0.8389838058	1.1420304508	0.6050338788	19.3754415429	26.2802532239	14.1518838513	0.0433014031676321	5	0.00678897415725728	0.00689134194864787	0.00706747783305459	0.00731355605248518	0.00668013118608271	0.00677921895041098	0.00694959910279628	0.00718739898367239
"186"	75	2173760	"FRATNP"	56077	2.66	38728	14235	72947	2.4068253334	3.201386571	1.7703651245	19.3754415429	26.2802532239	14.1518838513	0.124220412116593	5	0.0257972361254232	0.0266107010739363	0.0280103636650097	0.0299658225391346	0.0243286256804169	0.0250508111025103	0.0262873772153057	0.0280023005329435
"187"	80	3792559.14	"FRATNP"	344809.03	14.2	38728	14235	72947	11.355842435	15.215784371	8.298544199	19.3754415429	26.2802532239	14.1518838513	0.586094639952155	5	0.0909172453933045	0.0931170943321714	0.0969021944417371	0.102190331486984	1	1	1	1
"188"	0	785404	"GBR_NP"	3020	0.14	2515	388	7484	0.0874737576	0.1009266942	0.0647516453	10.4798686114	12.7927435715	9.0911404182	0.00834683724038735	1	0.00384515485024268	0.00384927829861991	0.00387188287258478	0.00392469064316843	0.00383248147337847	0.00383657777084323	0.00385903299016891	0.00391148845452945
"189"	1	3234542.5	"GBR_NP"	509	1.49	2515	388	7484	0.0245324014	0.0302442626	0.0193177871	10.4798686114	12.7927435715	9.0911404182	0.00234090734432621	4	0.000157363831206423	0.000157644635075779	0.000159183990308051	0.00016278016151123	0.000157301699675151	0.000157582281652553	0.000159120413457944	0.000162713680247761
"190"	5	3810354.5	"GBR_NP"	328	2.47	2515	388	7484	0.0171801654	0.0213824808	0.0143864626	10.4798686114	12.7927435715	9.0911404182	0.00163934931219571	5	8.60812294499108e-05	8.62481607769387e-05	8.71632714279399e-05	8.93011110258829e-05	8.60624862873991e-05	8.62293448572694e-05	8.71440541530009e-05	8.92809396215158e-05
"191"	10	3527068	"GBR_NP"	330	2.73	2515	388	7484	0.0182580292	0.0239940635	0.0157746568	10.4798686114	12.7927435715	9.0911404182	0.00174220020088219	5	9.35621314927866e-05	9.37537846386694e-05	9.48044192811759e-05	9.72588638221328e-05	9.35422644218148e-05	9.37338361013945e-05	9.4784021188101e-05	9.72373959811879e-05
"192"	15	3866444	"GBR_NP"	946	2.91	2515	388	7484	0.0691067407	0.0828528692	0.0535650299	10.4798686114	12.7927435715	9.0911404182	0.00659423731942838	5	0.000244669261988535	0.000245330997702266	0.000248958605596864	0.000257433257044096	0.000244544212164035	0.00024520527071402	0.000248829133954542	0.00025729482329334
"193"	20	4314132	"GBR_NP"	1610	2.57	2515	388	7484	0.0891808651	0.1066327333	0.0673606178	10.4798686114	12.7927435715	9.0911404182	0.00850973121962513	5	0.000373192104460411	0.000373957443980206	0.000378153003667333	0.000387954478084508	0.000372853979288726	0.000373617931168254	0.000377805833429297	0.000387589086464654
"194"	25	4371567	"GBR_NP"	2044	2.63	2515	388	7484	0.0886305346	0.1145628847	0.0713994695	10.4798686114	12.7927435715	9.0911404182	0.00845721810897397	5	0.000467566893061458	0.000468317516493807	0.000472432403196398	0.000482045413081296	0.000467049340024551	0.000467798301305118	0.000471904028868384	0.000481495329883295
"195"	30	4341691	"GBR_NP"	2768	2.64	2515	388	7484	0.1173792578	0.1449716423	0.0986923238	10.4798686114	12.7927435715	9.0911404182	0.0112004512797341	5	0.000637539613021747	0.000638540553691301	0.000644027669165892	0.000656846417070568	0.00063658181616737	0.000637579749249685	0.000643050293616951	0.000655829777593064
"196"	35	3980496	"GBR_NP"	3758	2.66	2515	388	7484	0.1439995492	0.1845745613	0.1218539013	10.4798686114	12.7927435715	9.0911404182	0.0137405872668439	5	0.000944103448414469	0.000945442816136365	0.000952785174756139	0.000969938056740934	0.000942022330732098	0.000943355795969123	0.000950665649236163	0.000967741617089926
"197"	40	4443391	"GBR_NP"	6334	2.62	2515	388	7484	0.1880570311	0.2555840637	0.155696348	10.4798686114	12.7927435715	9.0911404182	0.0179445981694304	5	0.00142548787626387	0.00142705481108679	0.00143564468317016	0.00145571194898221	0.00142066803103432	0.00142222438177821	0.00143075602683699	0.00145068591064407
"198"	45	4679631.5	"GBR_NP"	9804	2.63	2515	388	7484	0.2436454406	0.3043216635	0.2067397282	10.4798686114	12.7927435715	9.0911404182	0.0232489022176254	5	0.00209503675663351	0.00209696438150321	0.00210753154154923	0.00213221805695528	0.00208468579734313	0.00208659441293791	0.00209705705662692	0.00212149737378591
"199"	50	4401147	"GBR_NP"	13884	2.65	2515	388	7484	0.2560899498	0.3482873536	0.2189516112	10.4798686114	12.7927435715	9.0911404182	0.0244363702729465	5	0.00315463219019951	0.0031567864721778	0.00316859615714641	0.00319618540237868	0.00313141778255565	0.00313354046452895	0.00314517654054163	0.00317235771037686
"200"	55	3799807	"GBR_NP"	18906	2.69	2515	388	7484	0.2895530406	0.4021137512	0.2516293467	10.4798686114	12.7927435715	9.0911404182	0.0276294533201518	5	0.00497551586172666	0.00497833711761893	0.00499380312607987	0.00502993410682385	0.00491897985384526	0.00492173734125699	0.00493685314224739	0.00497216182377372
"201"	60	3526196.5	"GBR_NP"	27769	2.66	2515	388	7484	0.3517400092	0.4652118605	0.3011576521	10.4798686114	12.7927435715	9.0911404182	0.0335633987641197	5	0.00787505744504029	0.00787875054572837	0.00789899597140765	0.00794629240779709	0.00773256457196823	0.00773612520415115	0.00775564336939816	0.0078012337382411
"202"	65	6113037.5	"GBR_NP"	42468	2.67	2515	388	7484	0.4772589137	0.6096607561	0.4138723512	10.4798686114	12.7927435715	9.0911404182	0.0455405436267434	5	0.00694711916947998	0.00695000966883111	0.00696585526707815	0.00700287302809815	0.00683645886150899	0.00683925799048482	0.00685460204092607	0.00689044376459578
"203"	75	2116135	"GBR_NP"	71986	2.65	2515	388	7484	1.3702764683	1.705747436	1.1979827558	10.4798686114	12.7927435715	9.0911404182	0.130753210666154	5	0.0340176784562422	0.0340416524681736	0.0341730770129625	0.0344801050162799	0.0314995553541915	0.0315201103581339	0.0316327539512299	0.0318956559356525
"204"	80	3036876.95	"GBR_NP"	312049	14.15	2515	388	7484	5.8392292705	6.8475947772	5.1099140183	10.4798686114	12.7927435715	9.0911404182	0.55718535098313	5	0.102753257750532	0.102824445329002	0.103214692698604	0.104126370733183	1	1	1	1
"205"	0	99905	"GRC"	345	0.14	2838	1520	5606	0.0198262866	0.0501984286	0.0125858075	5.2219404733	7.3819785401	3.6995853805	0.00379672780671718	1	0.00345328061658576	0.00351104575613043	0.00356113421265666	0.003666327572038	0.00344305535734424	0.00350047607090867	0.00355026126974711	0.00365480382313465
"206"	1	443173	"GRC"	58	1.85	2838	1520	5606	0.0098827761	0.0154022744	0.006901536	5.2219404733	7.3819785401	3.6995853805	0.00189254859386679	4	0.000130874398936758	0.00013736548450081	0.000142993938957008	0.000154814547405228	0.000130837583862944	0.00013732492753462	0.000142949990845138	0.000154763034331631
"207"	5	535716	"GRC"	53	2.2	2838	1520	5606	0.0101224954	0.0140757397	0.0088478331	5.2219404733	7.3819785401	3.6995853805	0.00193845476633768	5	9.89330167476797e-05	0.000104433041471289	0.00010920214185663	0.000119217976353308	9.89056186602431e-05	0.000104402512869812	0.000109168761761327	0.000119178193440776
"208"	10	535622	"GRC"	55	2.64	2838	1520	5606	0.0108150954	0.0160034063	0.0094574106	5.2219404733	7.3819785401	3.6995853805	0.00207108745404089	5	0.000102684355758352	0.000108561733704258	0.000113658039054722	0.000124361053629898	0.000102659477765637	0.000108533926694514	0.000113627560396476	0.000124324565353801
"209"	15	545391	"GRC"	128	2.84	2838	1520	5606	0.0287036965	0.0456194295	0.019852375	5.2219404733	7.3819785401	3.6995853805	0.00549674908145032	5	0.000234694008518659	0.000250013400668153	0.000263296926229358	0.000291194345617384	0.000234575093241767	0.000249878459067414	0.000263147268756618	0.000291011305388641
"210"	20	615604	"GRC"	263	2.7	2838	1520	5606	0.0599390131	0.0885739793	0.0395550667	5.2219404733	7.3819785401	3.6995853805	0.0114783026360547	5	0.000427222695109194	0.000455563998945431	0.00048013889266659	0.000531749898599948	0.000426803312967404	0.000455087159894641	0.000479609250840983	0.000531100349718597
"211"	25	667887	"GRC"	304	2.29	2838	1520	5606	0.0701702761	0.1022138645	0.0421914683	5.2219404733	7.3819785401	3.6995853805	0.0134375863644527	5	0.000455166817141223	0.000485748534219064	0.000512266102053666	0.000567957018416472	0.000454606059623618	0.000485109945902688	0.000511555939055415	0.000567084183129082
"212"	30	814896	"GRC"	507	2.58	2838	1520	5606	0.0714748467	0.1040863673	0.0467338824	5.2219404733	7.3819785401	3.6995853805	0.0136874112344738	5	0.000622165282440949	0.000647695982157724	0.000669833786254242	0.000716326534159525	0.000621229933813648	0.000646682356532702	0.000668749744414716	0.000715086923674391
"213"	35	825924	"GRC"	636	2.64	2838	1520	5606	0.0643480092	0.093699884	0.0441010314	5.2219404733	7.3819785401	3.6995853805	0.0123226240377526	5	0.000770046638673776	0.000792724740457214	0.000812389041872063	0.000853687058804008	0.000768649763719963	0.000791244456284473	0.000810834479084494	0.000851970592408647
"214"	40	843030	"GRC"	1026	2.73	2838	1520	5606	0.0836359288	0.1292938066	0.0565207916	5.2219404733	7.3819785401	3.6995853805	0.0160162547289909	5	0.00121703853955375	0.00124591616809374	0.00127095611178828	0.00132354379323479	0.00121368551789984	0.00124240236881296	0.00126729986250031	0.00131957919091026
"215"	45	789505	"GRC"	1719	2.77	2838	1520	5606	0.1107691641	0.1680974457	0.076430983	5.2219404733	7.3819785401	3.6995853805	0.0212122609720213	5	0.00217731363322588	0.00221815268640157	0.0022535644443526	0.00232793450960938	0.00216679296628499	0.00220723464330014	0.00224229590130591	0.00231591193000353
"216"	50	746474	"GRC"	2586	2.7	2838	1520	5606	0.1306252091	0.1952625304	0.0896666763	5.2219404733	7.3819785401	3.6995853805	0.0250146875032169	5	0.00346428676685323	0.00351522266683755	0.00355938945379763	0.0036521464085059	0.00343690201426912	0.00348702998708133	0.00353048678570447	0.00362172415471812
"217"	55	685257	"GRC"	3821	2.64	2838	1520	5606	0.1634089792	0.2323237618	0.1169954828	5.2219404733	7.3819785401	3.6995853805	0.031292769428437	5	0.00557601016844775	0.00564542209642692	0.0057056095445036	0.00583201231861304	0.00550358636214468	0.00557119595987695	0.00562980290553172	0.00575283292041038
"218"	60	636306	"GRC"	5069	2.56	2838	1520	5606	0.1736069976	0.2574482438	0.1204118689	5.2219404733	7.3819785401	3.6995853805	0.0332456868261252	5	0.00796629294710407	0.00804570983768142	0.00811457264148467	0.00825919497906237	0.00781439858359748	0.00789080131904974	0.00795702702931594	0.00809604005209196
"219"	65	1086041	"GRC"	7099	2.63	2838	1520	5606	0.2622651391	0.3632927861	0.1882218533	5.2219404733	7.3819785401	3.6995853805	0.05022369374775	5	0.00653658563534894	0.00660687765424747	0.00666782823379238	0.00679583369978655	0.00643686756291426	0.00650502009778642	0.0065640974240954	0.00668811409239164
"220"	75	492759	"GRC"	16133	2.73	2838	1520	5606	0.8174414097	1.1174066731	0.5820261912	5.2219404733	7.3819785401	3.6995853805	0.156539779394195	5	0.0327401427472659	0.0332230166565789	0.0336417191647859	0.0345210579680612	0.0304752205741609	0.0308931697137937	0.0312548865424039	0.0320124710507831
"221"	80	630196.94	"GRC"	62886.96	14.1	2838	1520	5606	2.6631066976	3.7585525934	1.8939606344	5.2219404733	7.3819785401	3.6995853805	0.50998411629098	5	0.0997893769525444	0.101019430301839	0.102086016034978	0.104326007923693	1	1	1	1
"222"	0	39425	"HRV"	154	0.14	1145	624	1811	0.1395563561	0.1981875279	0.0671776083	14.3348350489	20.4511759296	10.336114448	0.00973546996696757	1	0.00390615091946734	0.0040602392710054	0.00418889316708124	0.00435335284997282	0.00389307295922082	0.00404611103712749	0.00417385706353416	0.00433711519616491
"223"	1	165736	"HRV"	32	1.44	1145	624	1811	0.0239353798	0.038908984	0.0148475691	14.3348350489	20.4511759296	10.336114448	0.00166973527901437	4	0.000193078148380557	0.000199364741601734	0.000204613643954672	0.000211323373258043	0.000192982760849973	0.000199263042977544	0.000204506521203911	0.000211209111697859
"224"	5	211122	"HRV"	27	2.57	1145	624	1811	0.0152212715	0.0212633975	0.011548046	14.3348350489	20.4511759296	10.336114448	0.00106183792475296	5	0.000127888140506437	0.000131026547991426	0.000133646917061425	0.00013699656351175	0.000127848409288784	0.000130984843136266	0.000133603527711428	0.000136950972307191
"225"	10	204767	"HRV"	30	2.86	1145	624	1811	0.011576709	0.0196603033	0.0098475489	14.3348350489	20.4511759296	10.336114448	0.000807592759910296	5	0.000146507982243233	0.00014896901298639	0.000151023815898545	0.000153650492941722	0.000146462062420178	0.000148921537740182	0.000150975022135295	0.000153599987414228
"226"	15	241956	"HRV"	69	2.88	1145	624	1811	0.0622819102	0.0996014046	0.0422856867	14.3348350489	20.4511759296	10.336114448	0.00434479434102587	5	0.000285175817090711	0.000296380960458927	0.000305736536892967	0.000317695872603274	0.000285003511738923	0.000296194853047065	0.000305538498614165	0.000317482043605331
"227"	20	246590	"HRV"	110	2.64	1145	624	1811	0.0970040993	0.1785782773	0.0648329244	14.3348350489	20.4511759296	10.336114448	0.00676701887179677	5	0.000446084593860254	0.000463208645022106	0.000477506130046666	0.000495782761575181	0.000445615467880037	0.000462702831056751	0.000476968627200411	0.000495203350223725
"228"	25	266817	"HRV"	121	2.74	1145	624	1811	0.1422568062	0.2292158434	0.0960685043	14.3348350489	20.4511759296	10.336114448	0.00992385372518927	5	0.000453494342564379	0.000476703076357646	0.000496080881335678	0.000520851741441954	0.000453030033345257	0.000476190053502282	0.000495525326687499	0.000520239354724996
"229"	30	291402	"HRV"	187	2.47	1145	624	1811	0.2299996709	0.3608016731	0.1564311028	14.3348350489	20.4511759296	10.336114448	0.0160448076392514	5	0.000641725176903384	0.00067608307412747	0.000704769715880272	0.000741440163879055	0.000640684983382105	0.000674928615360353	0.000703515300695442	0.000740051942168855
"230"	35	288558	"HRV"	308	2.73	1145	624	1811	0.3827481193	0.6084887446	0.2714561084	14.3348350489	20.4511759296	10.336114448	0.0267005597200346	5	0.00106737640266428	0.00112511574541445	0.00117332439537091	0.00123495004003695	0.00106479646000811	0.00112224950587663	0.00117020761015074	0.0012314977373682
"231"	40	276652	"HRV"	402	2.64	1145	624	1811	0.4862724791	0.8312545606	0.3387344487	14.3348350489	20.4511759296	10.336114448	0.0339224328317133	5	0.00145308907942108	0.00152960252623147	0.00159348634961002	0.00167514973995573	0.001448123045214	0.00152410073296941	0.00158751629173406	0.00166855335888417
"232"	45	292380	"HRV"	803	2.74	1145	624	1811	0.7863637667	1.3127014789	0.5479380479	14.3348350489	20.4511759296	10.336114448	0.0548568409763698	5	0.0027464258841234	0.00286350184270215	0.00296125276324627	0.00308620883442166	0.00272948418731291	0.00284508980373797	0.00294156653148192	0.00306483214520549
"233"	50	303185	"HRV"	1423	2.65	1145	624	1811	1.1926972911	1.74235156	0.8414994954	14.3348350489	20.4511759296	10.336114448	0.0832027216937891	5	0.00469350396622524	0.00486474759086671	0.00500772504028692	0.00519049467812541	0.00464230062370924	0.00480976164142595	0.00494947881217429	0.00512794572686365
"234"	55	312206	"HRV"	2514	2.7	1145	624	1811	1.1759322569	1.801180133	0.8555151999	14.3348350489	20.4511759296	10.336114448	0.0820331906777146	5	0.00805237567503507	0.00821633380198617	0.00835322832785399	0.00852822209796526	0.00790595374293763	0.00806394485774841	0.00819576775331337	0.00836415984840997
"235"	60	289373	"HRV"	3675	2.65	1145	624	1811	1.2377693475	1.7596514771	0.8896942744	14.3348350489	20.4511759296	10.336114448	0.0863469543442693	5	0.0126998717917705	0.0128860691892845	0.0130415320804781	0.0132402619951325	0.0123318319817254	0.012507319263005	0.0126537257502508	0.0128407276879601
"236"	65	421049	"HRV"	4325	2.6	1145	624	1811	1.328160297	1.8225127316	0.9830036469	14.3348350489	20.4511759296	10.336114448	0.0926526390062589	5	0.010271963595686	0.0104092759910127	0.0105239230390339	0.0106704776148152	0.0100248244786512	0.0101555669527962	0.0102646641536548	0.0104040390567542
"237"	75	176934	"HRV"	8775	2.63	1145	624	1811	2.0563767431	2.730116994	1.5320239526	14.3348350489	20.4511759296	10.336114448	0.143453115162131	5	0.0495947641493438	0.050100685814265	0.0505230979735983	0.0510630720582738	0.0443785298948191	0.044783191245637	0.0451203936679513	0.0455505661889395
"238"	80	197135.03	"HRV"	25755	12.88	1145	624	1811	3.4012373363	4.6313608618	2.4337471587	14.3348350489	20.4511759296	10.336114448	0.237270769052972	5	0.13064649139222	0.131397534775474	0.132024607856684	0.132826202236888	1	1	1	1
"239"	0	89344	"HUN"	421.02	0.14	559	191	985	0.0947887914	0.1363768913	0.0484558426	40.9731037139	55.0764577108	24.4735370872	0.00231343937383594	1	0.00471234777936963	0.0047172934603376	0.00472682231162668	0.0047378529927385	0.00469332751070292	0.00469823332733644	0.00470768525476611	0.00471862669547324
"240"	1	365858	"HUN"	74	1.57	559	191	985	0.0216902503	0.0368722957	0.0129590728	40.9731037139	55.0764577108	24.4735370872	0.000529377770633511	4	0.000202264266464038	0.000202540633672603	0.000203073110807428	0.000203689510968939	0.000202164901976523	0.000202440997529754	0.000202972950220789	0.000203588741563304
"241"	5	491078	"HUN"	47	2.23	559	191	985	0.0196348143	0.0283442235	0.0134300388	40.9731037139	55.0764577108	24.4735370872	0.000479212276353352	5	9.57078101645767e-05	9.58941951070573e-05	9.62533032684859e-05	9.66690099988353e-05	9.56824437312416e-05	9.58687297915956e-05	9.62276468944901e-05	9.66431315623272e-05
"242"	10	479536	"HUN"	60	2.74	559	191	985	0.0253600364	0.0344688275	0.0181204718	40.9731037139	55.0764577108	24.4735370872	0.000618943504428655	5	0.00012512095025191	0.000125367476496751	0.000125842458999899	0.000126392302875826	0.000125085579383895	0.000125331966128512	0.000125806679082508	0.000126356209653581
"243"	15	544715	"HUN"	139	2.7	559	191	985	0.1152734734	0.1768988193	0.0693160158	40.9731037139	55.0764577108	24.4735370872	0.0028133937376312	5	0.000255179313953168	0.000256165808182054	0.000258066488162316	0.000260266731835119	0.000255029633893035	0.000256014968934779	0.000257913402908197	0.0002601110258679
"244"	20	628054	"HUN"	254	2.58	559	191	985	0.1837841796	0.2683996855	0.1213370974	40.9731037139	55.0764577108	24.4735370872	0.00448548347431273	5	0.000404423823429196	0.000405787921649402	0.000408416131832837	0.000411458570795183	0.000404028398551682	0.000405389826095529	0.000408012865365208	0.000411049276805119
"245"	25	610086	"HUN"	298	2.69	559	191	985	0.2873798643	0.414464048	0.1810446212	40.9731037139	55.0764577108	24.4735370872	0.00701386612804993	5	0.000488455725914051	0.000490651561305222	0.000494882280802346	0.000499779798481082	0.000487905206501949	0.000490096083900996	0.000494317188233798	0.00049920347239805
"246"	30	677852	"HUN"	446	2.68	559	191	985	0.4911682276	0.7121850922	0.3214679669	40.9731037139	55.0764577108	24.4735370872	0.0119875768023249	5	0.000657960734791665	0.000661338503344748	0.000667846455321368	0.000675380117120389	0.000656957908971912	0.000660325362622821	0.000666813292288179	0.000674323531802734
"247"	35	856770	"HUN"	903.07	2.7	559	191	985	1.0231406851	1.4102023488	0.6439609978	40.9731037139	55.0764577108	24.4735370872	0.0249710320273566	5	0.00105404017414242	0.00105960697400379	0.00107033253604035	0.00108274853991964	0.00105149105237492	0.00105703088821175	0.00106770409963593	0.00108005884600101
"248"	40	723773	"HUN"	1498.1	2.74	559	191	985	1.7768241468	2.4750549529	1.0871989163	40.9731037139	55.0764577108	24.4735370872	0.0433656224631384	5	0.00206984786666538	0.00208129183306155	0.00210334094109188	0.00212886518027916	0.00206021049825676	0.00207154785294199	0.00209338990639938	0.00211867175194137
"249"	45	650776	"HUN"	2559.17	2.78	559	191	985	3.4418462383	4.6449152068	2.0605655754	40.9731037139	55.0764577108	24.4735370872	0.084002575502533	5	0.00393248982752898	0.00395714422769276	0.0040046458992125	0.00405963424722177	0.00389845581156404	0.00392268399722532	0.00396935706890364	0.00402337403919541
"250"	50	604512	"HUN"	4523.29	2.73	559	191	985	4.6703450062	6.1995931174	2.5267204182	40.9731037139	55.0764577108	24.4735370872	0.113985629177894	5	0.00748254790641046	0.00751856250194037	0.00758795187971528	0.00766827762681341	0.00735757664366577	0.00739239547647665	0.00745946519679229	0.00753707975331388
"251"	55	743582	"HUN"	8616.59	2.61	559	191	985	4.6240554002	6.1623208604	2.4782656693	40.9731037139	55.0764577108	24.4735370872	0.112855873269647	5	0.0115879486055338	0.011616937300519	0.011672789864679	0.0117374452786251	0.0112756667905768	0.0113031122644396	0.0113559810706972	0.0114171653146731
"252"	60	679618	"HUN"	11771.84	2.6	559	191	985	4.5449253959	6.1495342742	2.3051733296	40.9731037139	55.0764577108	24.4735370872	0.110924606240121	5	0.0173212598842291	0.0173524341612374	0.0174124976897143	0.0174820277525706	0.0166299364035013	0.0166586698297928	0.0167140189312513	0.0167780724066943
"253"	65	990067	"HUN"	12376.83	2.55	559	191	985	3.5983895941	4.791820429	2.0980286172	40.9731037139	55.0764577108	24.4735370872	0.0878232124963298	5	0.0125010024574094	0.0125179449810839	0.0125505881680588	0.0125883762051547	0.0121295065296212	0.012145456401329	0.0121761834222595	0.0122117473347044
"254"	75	329612	"HUN"	16688.9	2.61	559	191	985	4.3835448742	5.820431361	2.9062179964	40.9731037139	55.0764577108	24.4735370872	0.106985912143944	5	0.0506319551472641	0.0506939501875523	0.0508133961290501	0.0509516677895883	0.0451663574001636	0.04521568389844	0.0453106845907306	0.0454205978337886
"255"	80	412244.59	"HUN"	50973.17	13.67	559	191	985	7.8999122343	10.7383466095	5.2858445996	40.9731037139	55.0764577108	24.4735370872	0.192807269116398	5	0.123647880982501	0.123737211902287	0.123909325925747	0.124108566615949	1	1	1	1
"256"	0	69102.48	"IRL"	249	0.14	1566	476	4195	0.0124855521	0.0289042708	0.0088539355	7.0476213705	9.563068033	4.4771219546	0.00177159802486867	1	0.00360334390314212	0.0036155472373761	0.00364349184728167	0.00371089219539334	0.00359221208420145	0.00360434000843445	0.00363211097988215	0.0036990870499864
"257"	1	294380.03	"IRL"	38	1.71	1566	476	4195	0.0102599119	0.0143806055	0.0074892949	7.0476213705	9.563068033	4.4771219546	0.00145579783030712	4	0.000129084843153253	0.000131438806386514	0.000136829184378645	0.000149830380471591	0.000129046696396082	0.000131399255885014	0.000136786323911646	0.000149778989567136
"258"	5	339328	"IRL"	34	2.68	1566	476	4195	0.0108665588	0.0130078544	0.0091538209	7.0476213705	9.563068033	4.4771219546	0.00154187607828726	5	0.000100198038476047	0.000102360939896692	0.000107313802393548	0.000119259743223121	0.000100174751908388	0.00010233663726014	0.000107287091338679	0.000119226755253977
"259"	10	310638.1	"IRL"	40	2.84	1566	476	4195	0.0093309149	0.0124350147	0.0079697516	7.0476213705	9.563068033	4.4771219546	0.00132398073186188	5	0.000128767205310617	0.000130795980365468	0.000135441704755778	0.000146646851014607	0.000128731400324081	0.000130759038411167	0.000135402092320921	0.000146600414278127
"260"	15	277771.55	"IRL"	51	2.99	1566	476	4195	0.0189596763	0.0332099281	0.0134102729	7.0476213705	9.563068033	4.4771219546	0.00269022345317267	5	0.00018360411640429	0.000188214186671422	0.000198770860182292	0.000224232781888784	0.000183536383352948	0.000188143010192303	0.000198691477089909	0.000224131763934021
"261"	20	248434.39	"IRL"	151	2.61	1566	476	4195	0.021084705	0.0395595777	0.0146729177	7.0476213705	9.563068033	4.4771219546	0.00299174769635846	5	0.000607806350803526	0.000613538535882519	0.000626664758017187	0.000658324242413555	0.000606924697285254	0.000612640186594695	0.000625727587805708	0.000657290065550721
"262"	25	309323.11	"IRL"	167	2.39	1566	476	4195	0.0315296674	0.0467182351	0.0221455444	7.0476213705	9.563068033	4.4771219546	0.00447380268355181	5	0.000539888532738469	0.000546773016983344	0.000562537907376019	0.000600561665946976	0.000539128841397915	0.000545993841416538	0.000561713186628979	0.000599621779226287
"263"	30	380767.96	"IRL"	252	2.56	1566	476	4195	0.0499451852	0.0717728397	0.033274981	7.0476213705	9.563068033	4.4771219546	0.00708681448311923	5	0.000661820390560172	0.000670679654070591	0.000690966623033526	0.000739897303220274	0.000660753378416292	0.000669583907889528	0.000689803642677296	0.000738563937244642
"264"	35	365783.31	"IRL"	276	2.69	1566	476	4195	0.0478852987	0.0725873999	0.0336913444	7.0476213705	9.563068033	4.4771219546	0.00679453338688692	5	0.000754545088456879	0.000763386929524363	0.000783634002557046	0.00083246845668817	0.000753232205359918	0.000762043124536441	0.000782218035735049	0.000830870690576325
"265"	40	346545.67	"IRL"	387	2.66	1566	476	4195	0.1117111844	0.1545655516	0.0699814616	7.0476213705	9.563068033	4.4771219546	0.0158509060755735	5	0.00111673592689818	0.00113850803933569	0.00118836434722831	0.00130861410268676	0.00111382532081839	0.0011354829890985	0.00118506894002336	0.00130461915401159
"266"	45	314100.41	"IRL"	556	2.76	1566	476	4195	0.1319639819	0.1773027203	0.0924345495	7.0476213705	9.563068033	4.4771219546	0.0187246128817839	5	0.00177013458849035	0.00179851059644185	0.0018634892701123	0.00202021306192846	0.00176314354541212	0.00179129407496149	0.00185574299806275	0.00201111222152764
"267"	50	287728.94	"IRL"	827	2.6	1566	476	4195	0.1699933048	0.2341891513	0.1058344759	7.0476213705	9.563068033	4.4771219546	0.0241206636769052	5	0.0028742329499424	0.00291413660339557	0.00300551261655513	0.00322590485379961	0.00285454186605026	0.0028938968972959	0.00298398842092296	0.0032011212238152
